metabolite,sample_id,flux,description
cu2_m,s20011_0043,0.0016122337436438514,Cu2+
mg2_m,s20011_0043,0.0016122337436438514,magnesium
met_L_m,s20011_0043,1e-06,L-methionine
pro_L_m,s20011_0043,1e-06,L-proline
glu_L_m,s20011_0043,1e-06,L-glutamate(1-)
val_L_m,s20011_0043,1e-06,L-valine
leu_L_m,s20011_0043,0.015,L-leucine
ile_L_m,s20011_0043,1e-06,L-isoleucine
trp_L_m,s20011_0043,0.008182,L-tryptophan
adn_m,s20011_0043,0.1,Adenosine
dad_2_m,s20011_0043,0.1,2-deoxyadenosine
nmn_m,s20011_0043,0.1,NMN
gam_m,s20011_0043,0.1,D-Glucosamine
26dap_M_m,s20011_0043,0.1,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0043,0.1,N-acetylneuraminate
orn_m,s20011_0043,0.1,Ornithine
amp_m,s20011_0043,0.1,AMP
cgly_m,s20011_0043,0.1,L-cysteinylglycine
acgam_m,s20011_0043,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0043,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0043,0.1,Deoxycytidine
metsox_S_L_m,s20011_0043,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0043,0.03794896260271585,Cytidine
glyc3p_m,s20011_0043,0.06331202424704419,Glycerol 3-phosphate
tyr_L_m,s20011_0043,0.04539967566638335,L-tyrosine
ser_L_m,s20011_0009,1e-06,L-serine
csn_m,s20011_0009,1e-06,cytosine
dgsn_m,s20011_0009,1e-06,Deoxyguanosine
phe_L_m,s20011_0009,1e-06,L-phenylalanine
pi_m,s20011_0009,1e-06,hydrogenphosphate
strch1_m,s20011_0009,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0009,1e-06,Guanine
ala_L_m,s20011_0009,1e-06,L-alanine
cys_L_m,s20011_0009,1e-06,L-cysteine
no2_m,s20011_0009,1e-06,Nitrite
ade_m,s20011_0009,1e-06,Adenine
ncam_m,s20011_0009,1e-06,Nicotinamide
asn_L_m,s20011_0009,0.0225,L-asparagine
gln_L_m,s20011_0009,0.018,L-glutamine
arg_L_m,s20011_0009,0.015,L-argininium(1+)
his_L_m,s20011_0009,0.015,L-histidine
gsn_m,s20011_0009,1e-06,Guanosine
ala_D_m,s20011_0009,1e-06,D-alanine
lys_L_m,s20011_0009,0.015,L-lysinium(1+)
asp_L_m,s20011_0009,1e-06,L-aspartate(1-)
thr_L_m,s20011_0009,1e-06,L-threonine
gly_m,s20011_0009,1e-06,Glycine
indole_m,s20011_0009,1e-06,Indole
pydxn_m,s20011_0009,1e-06,Pyridoxine
hxan_m,s20011_0009,1e-06,Hypoxanthine
so4_m,s20011_0009,1e-06,sulfate
ocdcea_m,s20011_0009,0.000510880710699123,octadecenoate (n-C18:1)
mqn7_m,s20011_0009,1e-06,Menaquinone 7
mqn8_m,s20011_0009,1e-06,Menaquinone 8
gthox_m,s20011_0009,4.8959918008684156e-05,Oxidized glutathione
12dgr180_m,s20011_0009,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0009,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0009,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0009,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0009,1e-06,pectins
xylan_m,s20011_0009,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0009,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0009,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0009,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0009,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0009,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0009,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0009,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0009,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0009,1e-06,4-Aminobenzoate
gthrd_m,s20011_0009,1e-06,Reduced glutathione
cellul_m,s20011_0009,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0009,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0009,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0009,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0009,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0009,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0009,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0009,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0009,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0009,1e-06,Ubiquinone-8
pydx_m,s20011_0009,0.00012792038012310957,Pyridoxal
ptrc_m,s20011_0009,0.00025507738067919356,Putrescine
spmd_m,s20011_0009,0.00035299721670399315,Spermidine
thm_m,s20011_0009,0.0003529972166946152,Thiamin
pheme_m,s20011_0009,0.0002709146294010978,Protoheme
sheme_m,s20011_0009,0.00027091462940287414,Siroheme
fe2_m,s20011_0009,0.0028768749208317986,Fe2+
fe3_m,s20011_0009,0.00013919729205014164,Fe3+
fol_m,s20011_0009,0.0010589916500620689,Folate
pnto_R_m,s20011_0009,0.000486209037416252,(R)-Pantothenate
pydam_m,s20011_0009,0.0013402975998921818,Pyridoxamine
k_m,s20011_0009,0.0015080361064627268,potassium
cl_m,s20011_0009,0.0015080361064371691,Chloride
mn2_m,s20011_0009,0.0015080361064523373,Mn2+
ca2_m,s20011_0009,0.001508036106450561,calcium(2+)
cobalt2_m,s20011_0009,0.0015080361064486942,Co2+
zn2_m,s20011_0009,0.0015080361064476258,Zinc
cu2_m,s20011_0009,0.0015080361064476256,Cu2+
mg2_m,s20011_0009,0.0015080361064476258,magnesium
met_L_m,s20011_0009,1e-06,L-methionine
pro_L_m,s20011_0009,1e-06,L-proline
glu_L_m,s20011_0009,1e-06,L-glutamate(1-)
val_L_m,s20011_0009,1e-06,L-valine
leu_L_m,s20011_0009,0.015,L-leucine
ile_L_m,s20011_0009,0.015,L-isoleucine
trp_L_m,s20011_0009,0.008182,L-tryptophan
adn_m,s20011_0009,0.1,Adenosine
dad_2_m,s20011_0009,0.1,2-deoxyadenosine
nmn_m,s20011_0009,0.1,NMN
gam_m,s20011_0009,0.1,D-Glucosamine
26dap_M_m,s20011_0009,0.1,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0009,0.1,N-acetylneuraminate
orn_m,s20011_0009,0.1,Ornithine
amp_m,s20011_0009,0.1,AMP
cgly_m,s20011_0009,0.1,L-cysteinylglycine
acgam_m,s20011_0009,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0009,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0009,0.08667465494954918,Deoxycytidine
metsox_S_L_m,s20011_0009,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0009,1e-06,Cytidine
glyc3p_m,s20011_0009,0.056262106947176704,Glycerol 3-phosphate
tyr_L_m,s20011_0009,0.05367055245472023,L-tyrosine
ser_L_m,s20011_0011,1e-06,L-serine
csn_m,s20011_0011,1e-06,cytosine
dgsn_m,s20011_0011,0.0284186077693116,Deoxyguanosine
phe_L_m,s20011_0011,1e-06,L-phenylalanine
pi_m,s20011_0011,1e-06,hydrogenphosphate
strch1_m,s20011_0011,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0011,1e-06,Guanine
ala_L_m,s20011_0011,1e-06,L-alanine
cys_L_m,s20011_0011,1e-06,L-cysteine
no2_m,s20011_0011,1e-06,Nitrite
ade_m,s20011_0011,1e-06,Adenine
ncam_m,s20011_0011,1e-06,Nicotinamide
asn_L_m,s20011_0011,0.0225,L-asparagine
gln_L_m,s20011_0011,0.018,L-glutamine
arg_L_m,s20011_0011,0.015,L-argininium(1+)
his_L_m,s20011_0011,0.015,L-histidine
gsn_m,s20011_0011,1e-06,Guanosine
ala_D_m,s20011_0011,1e-06,D-alanine
lys_L_m,s20011_0011,0.015,L-lysinium(1+)
asp_L_m,s20011_0011,1e-06,L-aspartate(1-)
thr_L_m,s20011_0011,1e-06,L-threonine
gly_m,s20011_0011,1e-06,Glycine
indole_m,s20011_0011,1e-06,Indole
pydxn_m,s20011_0011,1e-06,Pyridoxine
hxan_m,s20011_0011,1e-06,Hypoxanthine
so4_m,s20011_0011,1e-06,sulfate
ocdcea_m,s20011_0011,0.0003860091772149653,octadecenoate (n-C18:1)
mqn7_m,s20011_0011,1.051642407468023e-05,Menaquinone 7
mqn8_m,s20011_0011,1e-06,Menaquinone 8
gthox_m,s20011_0011,9.26360466735332e-06,Oxidized glutathione
12dgr180_m,s20011_0011,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0011,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0011,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0011,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0011,1e-06,pectins
xylan_m,s20011_0011,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0011,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0011,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0011,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0011,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0011,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0011,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0011,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0011,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0011,1e-06,4-Aminobenzoate
gthrd_m,s20011_0011,1e-06,Reduced glutathione
cellul_m,s20011_0011,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0011,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0011,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0011,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0011,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0011,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0011,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0011,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0011,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0011,1.628507789241951e-05,Ubiquinone-8
pydx_m,s20011_0011,0.00017547212941440804,Pyridoxal
ptrc_m,s20011_0011,0.0002471081017222187,Putrescine
spmd_m,s20011_0011,0.00028192038895369365,Spermidine
thm_m,s20011_0011,0.00028192038896911675,Thiamin
pheme_m,s20011_0011,0.00026418483151058325,Protoheme
sheme_m,s20011_0011,0.00024264154157549456,Siroheme
fe2_m,s20011_0011,0.00022656816328922453,Fe2+
fe3_m,s20011_0011,0.0029810124450273534,Fe3+
fol_m,s20011_0011,0.0007969059323421438,Folate
pnto_R_m,s20011_0011,0.00040216164866535564,(R)-Pantothenate
pydam_m,s20011_0011,0.0013879104844400914,Pyridoxamine
k_m,s20011_0011,0.0016037903041736976,potassium
cl_m,s20011_0011,0.0016037903041691956,Chloride
mn2_m,s20011_0011,0.001603790304150794,Mn2+
ca2_m,s20011_0011,0.0016037903041548063,calcium(2+)
cobalt2_m,s20011_0011,0.0016037903041535545,Co2+
zn2_m,s20011_0011,0.001603790304153628,Zinc
cu2_m,s20011_0011,0.0016037903041546564,Cu2+
mg2_m,s20011_0011,0.0016037903041546567,magnesium
met_L_m,s20011_0011,0.018,L-methionine
pro_L_m,s20011_0011,1e-06,L-proline
glu_L_m,s20011_0011,1e-06,L-glutamate(1-)
val_L_m,s20011_0011,1e-06,L-valine
leu_L_m,s20011_0011,0.015,L-leucine
ile_L_m,s20011_0011,0.00763107461694108,L-isoleucine
trp_L_m,s20011_0011,0.008182,L-tryptophan
adn_m,s20011_0011,0.1,Adenosine
dad_2_m,s20011_0011,0.1,2-deoxyadenosine
nmn_m,s20011_0011,0.1,NMN
gam_m,s20011_0011,0.1,D-Glucosamine
26dap_M_m,s20011_0011,0.1,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0011,0.1,N-acetylneuraminate
orn_m,s20011_0011,0.1,Ornithine
amp_m,s20011_0011,0.1,AMP
cgly_m,s20011_0011,0.1,L-cysteinylglycine
acgam_m,s20011_0011,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0011,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0011,0.09409036115614786,Deoxycytidine
metsox_S_L_m,s20011_0011,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0011,1e-06,Cytidine
glyc3p_m,s20011_0011,0.06668436235280861,Glycerol 3-phosphate
tyr_L_m,s20011_0011,0.04705355094905311,L-tyrosine
ser_L_m,s20011_0047,1e-06,L-serine
csn_m,s20011_0047,1e-06,cytosine
dgsn_m,s20011_0047,0.03810739824259013,Deoxyguanosine
phe_L_m,s20011_0047,1e-06,L-phenylalanine
pi_m,s20011_0047,1e-06,hydrogenphosphate
strch1_m,s20011_0047,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0047,1e-06,Guanine
ala_L_m,s20011_0047,1e-06,L-alanine
cys_L_m,s20011_0047,1e-06,L-cysteine
no2_m,s20011_0047,1e-06,Nitrite
ade_m,s20011_0047,1e-06,Adenine
ncam_m,s20011_0047,1e-06,Nicotinamide
asn_L_m,s20011_0047,0.0225,L-asparagine
gln_L_m,s20011_0047,0.018,L-glutamine
arg_L_m,s20011_0047,0.015,L-argininium(1+)
his_L_m,s20011_0047,0.015,L-histidine
gsn_m,s20011_0047,1e-06,Guanosine
ala_D_m,s20011_0047,1e-06,D-alanine
lys_L_m,s20011_0047,0.015,L-lysinium(1+)
asp_L_m,s20011_0047,1e-06,L-aspartate(1-)
thr_L_m,s20011_0047,1e-06,L-threonine
gly_m,s20011_0047,1e-06,Glycine
indole_m,s20011_0047,1e-06,Indole
pydxn_m,s20011_0047,1e-06,Pyridoxine
hxan_m,s20011_0047,1e-06,Hypoxanthine
so4_m,s20011_0047,1e-06,sulfate
ocdcea_m,s20011_0047,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0047,1.0515864406812625e-05,Menaquinone 7
mqn8_m,s20011_0047,1e-06,Menaquinone 8
gthox_m,s20011_0047,3.5434885985452524e-06,Oxidized glutathione
12dgr180_m,s20011_0047,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0047,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0047,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0047,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0047,1e-06,pectins
xylan_m,s20011_0047,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0047,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0047,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0047,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0047,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0047,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0047,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0047,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0047,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0047,1e-06,4-Aminobenzoate
gthrd_m,s20011_0047,1e-06,Reduced glutathione
cellul_m,s20011_0047,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0047,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0047,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0047,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0047,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0047,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0047,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0047,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0047,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0047,1e-06,Ubiquinone-8
pydx_m,s20011_0047,0.00012139963286402789,Pyridoxal
ptrc_m,s20011_0047,0.0002842884357123765,Putrescine
spmd_m,s20011_0047,0.0002913754129210133,Spermidine
thm_m,s20011_0047,0.00029137541291801214,Thiamin
pheme_m,s20011_0047,0.00022207880258839907,Protoheme
sheme_m,s20011_0047,0.000216820870366341,Siroheme
fe2_m,s20011_0047,0.0030614257040590467,Fe2+
fe3_m,s20011_0047,0.0001710300201827053,Fe3+
fol_m,s20011_0047,0.0008741262387799502,Folate
pnto_R_m,s20011_0047,0.00026872225429475094,(R)-Pantothenate
pydam_m,s20011_0047,0.0014733524935222064,Pyridoxamine
k_m,s20011_0047,0.001616227862122733,potassium
cl_m,s20011_0047,0.0016162278621235965,Chloride
mn2_m,s20011_0047,0.001616227862119679,Mn2+
ca2_m,s20011_0047,0.0016162278621330017,calcium(2+)
cobalt2_m,s20011_0047,0.001616227862129449,Co2+
zn2_m,s20011_0047,0.0016162278621276727,Zinc
cu2_m,s20011_0047,0.0016162278621280268,Cu2+
mg2_m,s20011_0047,0.0016162278621280265,magnesium
met_L_m,s20011_0047,1e-06,L-methionine
pro_L_m,s20011_0047,1e-06,L-proline
glu_L_m,s20011_0047,1e-06,L-glutamate(1-)
val_L_m,s20011_0047,1e-06,L-valine
leu_L_m,s20011_0047,0.015,L-leucine
ile_L_m,s20011_0047,1e-06,L-isoleucine
trp_L_m,s20011_0047,0.008182,L-tryptophan
adn_m,s20011_0047,0.1,Adenosine
dad_2_m,s20011_0047,0.1,2-deoxyadenosine
nmn_m,s20011_0047,0.1,NMN
gam_m,s20011_0047,0.1,D-Glucosamine
26dap_M_m,s20011_0047,0.1,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0047,0.1,N-acetylneuraminate
orn_m,s20011_0047,0.1,Ornithine
amp_m,s20011_0047,0.1,AMP
cgly_m,s20011_0047,0.1,L-cysteinylglycine
acgam_m,s20011_0047,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0047,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0047,0.1,Deoxycytidine
metsox_S_L_m,s20011_0047,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0047,1e-06,Cytidine
glyc3p_m,s20011_0047,0.06474160217709812,Glycerol 3-phosphate
tyr_L_m,s20011_0047,0.04553860856720202,L-tyrosine
ser_L_m,s20011_0003,0.1,L-serine
csn_m,s20011_0003,0.1,cytosine
dgsn_m,s20011_0003,1e-06,Deoxyguanosine
phe_L_m,s20011_0003,1e-06,L-phenylalanine
pi_m,s20011_0003,1e-06,hydrogenphosphate
strch1_m,s20011_0003,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0003,0.1,Guanine
ala_L_m,s20011_0003,1e-06,L-alanine
cys_L_m,s20011_0003,0.1,L-cysteine
no2_m,s20011_0003,1e-06,Nitrite
ade_m,s20011_0003,0.1,Adenine
ncam_m,s20011_0003,1e-06,Nicotinamide
asn_L_m,s20011_0003,0.0225,L-asparagine
gln_L_m,s20011_0003,0.018,L-glutamine
arg_L_m,s20011_0003,0.015,L-argininium(1+)
his_L_m,s20011_0003,0.015,L-histidine
gsn_m,s20011_0003,1e-06,Guanosine
ala_D_m,s20011_0003,1e-06,D-alanine
lys_L_m,s20011_0003,0.015,L-lysinium(1+)
asp_L_m,s20011_0003,1e-06,L-aspartate(1-)
thr_L_m,s20011_0003,1e-06,L-threonine
gly_m,s20011_0003,1e-06,Glycine
indole_m,s20011_0003,1e-06,Indole
pydxn_m,s20011_0003,1e-06,Pyridoxine
hxan_m,s20011_0003,1e-06,Hypoxanthine
so4_m,s20011_0003,1e-06,sulfate
ocdcea_m,s20011_0003,0.0012803806075823963,octadecenoate (n-C18:1)
mqn7_m,s20011_0003,1.434828219348816e-05,Menaquinone 7
mqn8_m,s20011_0003,1e-06,Menaquinone 8
gthox_m,s20011_0003,6.224553373179731e-05,Oxidized glutathione
12dgr180_m,s20011_0003,3.756428240908605e-05,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0003,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0003,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0003,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0003,1e-06,pectins
xylan_m,s20011_0003,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0003,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0003,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0003,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0003,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0003,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0003,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0003,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0003,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0003,1e-06,4-Aminobenzoate
gthrd_m,s20011_0003,1e-06,Reduced glutathione
cellul_m,s20011_0003,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0003,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0003,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0003,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0003,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0003,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0003,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0003,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0003,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0003,2.1898449133139763e-05,Ubiquinone-8
pydx_m,s20011_0003,1e-06,Pyridoxal
ptrc_m,s20011_0003,0.00021449950221426726,Putrescine
spmd_m,s20011_0003,0.0003608890188027649,Spermidine
thm_m,s20011_0003,0.00036088901878722853,Thiamin
pheme_m,s20011_0003,0.0003428530769504078,Protoheme
sheme_m,s20011_0003,0.00032095462781983294,Siroheme
fe2_m,s20011_0003,0.002565194304015926,Fe2+
